"CODIBGE","REGIAO","UF","CIDADE","PAIS","LOCCIDADE","POPESTIMADA","POPCLASSE"
3519204,"Sudeste","SP","Iacri","Brasil","Iacri, SP",6434,"5001 até 10000"
3519253,"Sudeste","SP","Iaras","Brasil","Iaras, SP",8484,"5001 até 10000"
3519303,"Sudeste","SP","Ibaté","Brasil","Ibaté, SP",34226,"20001 até 50000"
3519402,"Sudeste","SP","Ibirá","Brasil","Ibirá, SP",12096,"10001 até 20000"
3519501,"Sudeste","SP","Ibirarema","Brasil","Ibirarema, SP",7540,"5001 até 10000"
3519600,"Sudeste","SP","Ibitinga","Brasil","Ibitinga, SP",58715,"50001 até 100000"
3519709,"Sudeste","SP","Ibiúna","Brasil","Ibiúna, SP",77566,"50001 até 100000"
3519808,"Sudeste","SP","Icém","Brasil","Icém, SP",8112,"5001 até 10000"
3519907,"Sudeste","SP","Iepê","Brasil","Iepê, SP",8103,"5001 até 10000"
3520004,"Sudeste","SP","Igaraçu do Tietê","Brasil","Igaraçu do Tietê, SP",24596,"20001 até 50000"
3520103,"Sudeste","SP","Igarapava","Brasil","Igarapava, SP",30073,"20001 até 50000"
3520202,"Sudeste","SP","Igaratá","Brasil","Igaratá, SP",9443,"5001 até 10000"
3520301,"Sudeste","SP","Iguape","Brasil","Iguape, SP",30644,"20001 até 50000"
3520400,"Sudeste","SP","Ilhabela","Brasil","Ilhabela, SP",33354,"20001 até 50000"
3520426,"Sudeste","SP","Ilha Comprida","Brasil","Ilha Comprida, SP",10656,"10001 até 20000"
3520442,"Sudeste","SP","Ilha Solteira","Brasil","Ilha Solteira, SP",26540,"20001 até 50000"
3520509,"Sudeste","SP","Indaiatuba","Brasil","Indaiatuba, SP",239602,"100001 até 500000"
3520608,"Sudeste","SP","Indiana","Brasil","Indiana, SP",4931,"Até 5000"
3520707,"Sudeste","SP","Indiaporã","Brasil","Indiaporã, SP",3951,"Até 5000"
3520806,"Sudeste","SP","Inúbia Paulista","Brasil","Inúbia Paulista, SP",3933,"Até 5000"
3520905,"Sudeste","SP","Ipaussu","Brasil","Ipaussu, SP",14766,"10001 até 20000"
3521002,"Sudeste","SP","Iperó","Brasil","Iperó, SP",34913,"20001 até 50000"
3521101,"Sudeste","SP","Ipeúna","Brasil","Ipeúna, SP",7177,"5001 até 10000"
3521150,"Sudeste","SP","Ipiguá","Brasil","Ipiguá, SP",5178,"5001 até 10000"
3521200,"Sudeste","SP","Iporanga","Brasil","Iporanga, SP",4299,"Até 5000"
3521309,"Sudeste","SP","Ipuã","Brasil","Ipuã, SP",15932,"10001 até 20000"
3521408,"Sudeste","SP","Iracemápolis","Brasil","Iracemápolis, SP",23264,"20001 até 50000"
3521507,"Sudeste","SP","Irapuã","Brasil","Irapuã, SP",7878,"5001 até 10000"
3521606,"Sudeste","SP","Irapuru","Brasil","Irapuru, SP",8248,"5001 até 10000"
3521705,"Sudeste","SP","Itaberá","Brasil","Itaberá, SP",17879,"10001 até 20000"
3521804,"Sudeste","SP","Itaí","Brasil","Itaí, SP",26526,"20001 até 50000"
3521903,"Sudeste","SP","Itajobi","Brasil","Itajobi, SP",15246,"10001 até 20000"
3522000,"Sudeste","SP","Itaju","Brasil","Itaju, SP",3703,"Até 5000"
3522109,"Sudeste","SP","Itanhaém","Brasil","Itanhaém, SP",98629,"50001 até 100000"
3522158,"Sudeste","SP","Itaóca","Brasil","Itaóca, SP",3341,"Até 5000"
3522208,"Sudeste","SP","Itapecerica da Serra","Brasil","Itapecerica da Serra, SP",170927,"100001 até 500000"
3522307,"Sudeste","SP","Itapetininga","Brasil","Itapetininga, SP",160070,"100001 até 500000"
3522406,"Sudeste","SP","Itapeva","Brasil","Itapeva, SP",93570,"50001 até 100000"
3522505,"Sudeste","SP","Itapevi","Brasil","Itapevi, SP",229502,"100001 até 500000"
3522604,"Sudeste","SP","Itapira","Brasil","Itapira, SP",73844,"50001 até 100000"
3522653,"Sudeste","SP","Itapirapuã Paulista","Brasil","Itapirapuã Paulista, SP",4186,"Até 5000"
3522703,"Sudeste","SP","Itápolis","Brasil","Itápolis, SP",42747,"20001 até 50000"
3522802,"Sudeste","SP","Itaporanga","Brasil","Itaporanga, SP",15165,"10001 até 20000"
3522901,"Sudeste","SP","Itapuí","Brasil","Itapuí, SP",13618,"10001 até 20000"
3523008,"Sudeste","SP","Itapura","Brasil","Itapura, SP",4802,"Até 5000"
3523107,"Sudeste","SP","Itaquaquecetuba","Brasil","Itaquaquecetuba, SP",360657,"100001 até 500000"
3523206,"Sudeste","SP","Itararé","Brasil","Itararé, SP",50379,"50001 até 100000"
3523305,"Sudeste","SP","Itariri","Brasil","Itariri, SP",17062,"10001 até 20000"
3523404,"Sudeste","SP","Itatiba","Brasil","Itatiba, SP",116503,"100001 até 500000"
3523503,"Sudeste","SP","Itatinga","Brasil","Itatinga, SP",20158,"20001 até 50000"
3523602,"Sudeste","SP","Itirapina","Brasil","Itirapina, SP",17589,"10001 até 20000"
3523701,"Sudeste","SP","Itirapuã","Brasil","Itirapuã, SP",6405,"5001 até 10000"
3523800,"Sudeste","SP","Itobi","Brasil","Itobi, SP",7853,"5001 até 10000"
3523909,"Sudeste","SP","Itu","Brasil","Itu, SP",170157,"100001 até 500000"
3524006,"Sudeste","SP","Itupeva","Brasil","Itupeva, SP",57031,"50001 até 100000"
3524105,"Sudeste","SP","Ituverava","Brasil","Ituverava, SP",41414,"20001 até 50000"
3524204,"Sudeste","SP","Jaborandi","Brasil","Jaborandi, SP",6917,"5001 até 10000"
3524303,"Sudeste","SP","Jaboticabal","Brasil","Jaboticabal, SP",76563,"50001 até 100000"
3524402,"Sudeste","SP","Jacareí","Brasil","Jacareí, SP",229851,"100001 até 500000"
3524501,"Sudeste","SP","Jaci","Brasil","Jaci, SP",6728,"5001 até 10000"
3524600,"Sudeste","SP","Jacupiranga","Brasil","Jacupiranga, SP",17900,"10001 até 20000"
3524709,"Sudeste","SP","Jaguariúna","Brasil","Jaguariúna, SP",54204,"50001 até 100000"
3524808,"Sudeste","SP","Jales","Brasil","Jales, SP",49110,"20001 até 50000"
3524907,"Sudeste","SP","Jambeiro","Brasil","Jambeiro, SP",6305,"5001 até 10000"
3525003,"Sudeste","SP","Jandira","Brasil","Jandira, SP",121492,"100001 até 500000"
3525102,"Sudeste","SP","Jardinópolis","Brasil","Jardinópolis, SP",42904,"20001 até 50000"
3525201,"Sudeste","SP","Jarinu","Brasil","Jarinu, SP",28540,"20001 até 50000"
3525300,"Sudeste","SP","Jaú","Brasil","Jaú, SP",146338,"100001 até 500000"
3525409,"Sudeste","SP","Jeriquara","Brasil","Jeriquara, SP",3202,"Até 5000"
3525508,"Sudeste","SP","Joanópolis","Brasil","Joanópolis, SP",12947,"10001 até 20000"
3525607,"Sudeste","SP","João Ramalho","Brasil","João Ramalho, SP",4468,"Até 5000"
3525706,"Sudeste","SP","José Bonifácio","Brasil","José Bonifácio, SP",36198,"20001 até 50000"
3525805,"Sudeste","SP","Júlio Mesquita","Brasil","Júlio Mesquita, SP",4733,"Até 5000"
3525854,"Sudeste","SP","Jumirim","Brasil","Jumirim, SP",3237,"Até 5000"
3525904,"Sudeste","SP","Jundiaí","Brasil","Jundiaí, SP",409497,"100001 até 500000"
3526001,"Sudeste","SP","Junqueirópolis","Brasil","Junqueirópolis, SP",20353,"20001 até 50000"
3526100,"Sudeste","SP","Juquiá","Brasil","Juquiá, SP",19192,"10001 até 20000"
3526209,"Sudeste","SP","Juquitiba","Brasil","Juquitiba, SP",31027,"20001 até 50000"
3526308,"Sudeste","SP","Lagoinha","Brasil","Lagoinha, SP",4943,"Até 5000"
3526407,"Sudeste","SP","Laranjal Paulista","Brasil","Laranjal Paulista, SP",27890,"20001 até 50000"
3526506,"Sudeste","SP","Lavínia","Brasil","Lavínia, SP",11156,"10001 até 20000"
3526605,"Sudeste","SP","Lavrinhas","Brasil","Lavrinhas, SP",7150,"5001 até 10000"
3526704,"Sudeste","SP","Leme","Brasil","Leme, SP",101184,"100001 até 500000"
3526803,"Sudeste","SP","Lençóis Paulista","Brasil","Lençóis Paulista, SP",67185,"50001 até 100000"
3526902,"Sudeste","SP","Limeira","Brasil","Limeira, SP",300911,"100001 até 500000"
3527009,"Sudeste","SP","Lindóia","Brasil","Lindóia, SP",7695,"5001 até 10000"
3527108,"Sudeste","SP","Lins","Brasil","Lins, SP",77021,"50001 até 100000"
3527207,"Sudeste","SP","Lorena","Brasil","Lorena, SP",87980,"50001 até 100000"
3527256,"Sudeste","SP","Lourdes","Brasil","Lourdes, SP",2270,"Até 5000"
3527306,"Sudeste","SP","Louveira","Brasil","Louveira, SP",45922,"20001 até 50000"
3527405,"Sudeste","SP","Lucélia","Brasil","Lucélia, SP",21461,"20001 até 50000"
3527504,"Sudeste","SP","Lucianópolis","Brasil","Lucianópolis, SP",2381,"Até 5000"
3527603,"Sudeste","SP","Luís Antônio","Brasil","Luís Antônio, SP",14021,"10001 até 20000"
3527702,"Sudeste","SP","Luiziânia","Brasil","Luiziânia, SP",5633,"5001 até 10000"
3527801,"Sudeste","SP","Lupércio","Brasil","Lupércio, SP",4573,"Até 5000"
3527900,"Sudeste","SP","Lutécia","Brasil","Lutécia, SP",2705,"Até 5000"
3528007,"Sudeste","SP","Macatuba","Brasil","Macatuba, SP",17111,"10001 até 20000"
3528106,"Sudeste","SP","Macaubal","Brasil","Macaubal, SP",8086,"5001 até 10000"
3528205,"Sudeste","SP","Macedônia","Brasil","Macedônia, SP",3736,"Até 5000"
3528304,"Sudeste","SP","Magda","Brasil","Magda, SP",3185,"Até 5000"
3528403,"Sudeste","SP","Mairinque","Brasil","Mairinque, SP",46567,"20001 até 50000"
3528502,"Sudeste","SP","Mairiporã","Brasil","Mairiporã, SP",95601,"50001 até 100000"
3528601,"Sudeste","SP","Manduri","Brasil","Manduri, SP",9714,"5001 até 10000"
3528700,"Sudeste","SP","Marabá Paulista","Brasil","Marabá Paulista, SP",5611,"5001 até 10000"
3528809,"Sudeste","SP","Maracaí","Brasil","Maracaí, SP",13981,"10001 até 20000"
3528858,"Sudeste","SP","Marapoama","Brasil","Marapoama, SP",2949,"Até 5000"
3528908,"Sudeste","SP","Mariápolis","Brasil","Mariápolis, SP",4087,"Até 5000"
3529005,"Sudeste","SP","Marília","Brasil","Marília, SP",235234,"100001 até 500000"
3529104,"Sudeste","SP","Marinópolis","Brasil","Marinópolis, SP",2140,"Até 5000"
3529203,"Sudeste","SP","Martinópolis","Brasil","Martinópolis, SP",26123,"20001 até 50000"
3529302,"Sudeste","SP","Matão","Brasil","Matão, SP",82307,"50001 até 100000"
3529401,"Sudeste","SP","Mauá","Brasil","Mauá, SP",462005,"100001 até 500000"
3529500,"Sudeste","SP","Mendonça","Brasil","Mendonça, SP",5302,"5001 até 10000"
3529609,"Sudeste","SP","Meridiano","Brasil","Meridiano, SP",3892,"Até 5000"
3529658,"Sudeste","SP","Mesópolis","Brasil","Mesópolis, SP",1926,"Até 5000"
3529708,"Sudeste","SP","Miguelópolis","Brasil","Miguelópolis, SP",21973,"20001 até 50000"
3529807,"Sudeste","SP","Mineiros do Tietê","Brasil","Mineiros do Tietê, SP",12812,"10001 até 20000"
3529906,"Sudeste","SP","Miracatu","Brasil","Miracatu, SP",20288,"20001 até 50000"
3530003,"Sudeste","SP","Mira Estrela","Brasil","Mira Estrela, SP",3045,"Até 5000"
3530102,"Sudeste","SP","Mirandópolis","Brasil","Mirandópolis, SP",29315,"20001 até 50000"
3530201,"Sudeste","SP","Mirante do Paranapanema","Brasil","Mirante do Paranapanema, SP",18130,"10001 até 20000"
3530300,"Sudeste","SP","Mirassol","Brasil","Mirassol, SP",58760,"50001 até 100000"
3530409,"Sudeste","SP","Mirassolândia","Brasil","Mirassolândia, SP",4758,"Até 5000"
3530508,"Sudeste","SP","Mococa","Brasil","Mococa, SP",68994,"50001 até 100000"
3530607,"Sudeste","SP","Mogi das Cruzes","Brasil","Mogi das Cruzes, SP",433901,"100001 até 500000"
3530706,"Sudeste","SP","Mogi Guaçu","Brasil","Mogi Guaçu, SP",149396,"100001 até 500000"
3530805,"Sudeste","SP","Mogi Mirim","Brasil","Mogi Mirim, SP",92365,"50001 até 100000"
3530904,"Sudeste","SP","Mombuca","Brasil","Mombuca, SP",3470,"Até 5000"
3531001,"Sudeste","SP","Monções","Brasil","Monções, SP",2249,"Até 5000"
3531100,"Sudeste","SP","Mongaguá","Brasil","Mongaguá, SP",54257,"50001 até 100000"
3531209,"Sudeste","SP","Monte Alegre do Sul","Brasil","Monte Alegre do Sul, SP",7871,"5001 até 10000"
3531308,"Sudeste","SP","Monte Alto","Brasil","Monte Alto, SP",49979,"20001 até 50000"
3531407,"Sudeste","SP","Monte Aprazível","Brasil","Monte Aprazível, SP",24393,"20001 até 50000"
3531506,"Sudeste","SP","Monte Azul Paulista","Brasil","Monte Azul Paulista, SP",19234,"10001 até 20000"
3531605,"Sudeste","SP","Monte Castelo","Brasil","Monte Castelo, SP",4190,"Até 5000"
3531704,"Sudeste","SP","Monteiro Lobato","Brasil","Monteiro Lobato, SP",4549,"Até 5000"
3531803,"Sudeste","SP","Monte Mor","Brasil","Monte Mor, SP",57240,"50001 até 100000"
3531902,"Sudeste","SP","Morro Agudo","Brasil","Morro Agudo, SP",32220,"20001 até 50000"
3532009,"Sudeste","SP","Morungaba","Brasil","Morungaba, SP",13232,"10001 até 20000"
3532058,"Sudeste","SP","Motuca","Brasil","Motuca, SP",4676,"Até 5000"
4114005,"Sul","PR","Mamborê","Brasil","Mamborê, PR",13798,"10001 até 20000"
4114104,"Sul","PR","Mandaguaçu","Brasil","Mandaguaçu, PR",22164,"20001 até 50000"
4114203,"Sul","PR","Mandaguari","Brasil","Mandaguari, PR",34559,"20001 até 50000"
3532306,"Sudeste","SP","Natividade da Serra","Brasil","Natividade da Serra, SP",6754,"5001 até 10000"
3532405,"Sudeste","SP","Nazaré Paulista","Brasil","Nazaré Paulista, SP",18121,"10001 até 20000"
3532504,"Sudeste","SP","Neves Paulista","Brasil","Neves Paulista, SP",8999,"5001 até 10000"
3532603,"Sudeste","SP","Nhandeara","Brasil","Nhandeara, SP",11398,"10001 até 20000"
3532702,"Sudeste","SP","Nipoã","Brasil","Nipoã, SP",4994,"Até 5000"
3532801,"Sudeste","SP","Nova Aliança","Brasil","Nova Aliança, SP",6733,"5001 até 10000"
3532827,"Sudeste","SP","Nova Campina","Brasil","Nova Campina, SP",9504,"5001 até 10000"
3532843,"Sudeste","SP","Nova Canaã Paulista","Brasil","Nova Canaã Paulista, SP",1978,"Até 5000"
3532868,"Sudeste","SP","Nova Castilho","Brasil","Nova Castilho, SP",1239,"Até 5000"
3532900,"Sudeste","SP","Nova Europa","Brasil","Nova Europa, SP",10755,"10001 até 20000"
3533007,"Sudeste","SP","Nova Granada","Brasil","Nova Granada, SP",21071,"20001 até 50000"
3533106,"Sudeste","SP","Nova Guataporanga","Brasil","Nova Guataporanga, SP",2304,"Até 5000"
3533205,"Sudeste","SP","Nova Independência","Brasil","Nova Independência, SP",3745,"Até 5000"
3533254,"Sudeste","SP","Novais","Brasil","Novais, SP",5527,"5001 até 10000"
3533304,"Sudeste","SP","Nova Luzitânia","Brasil","Nova Luzitânia, SP",3953,"Até 5000"
3533403,"Sudeste","SP","Nova Odessa","Brasil","Nova Odessa, SP",58227,"50001 até 100000"
3533502,"Sudeste","SP","Novo Horizonte","Brasil","Novo Horizonte, SP",40225,"20001 até 50000"
3533601,"Sudeste","SP","Nuporanga","Brasil","Nuporanga, SP",7341,"5001 até 10000"
3533700,"Sudeste","SP","Ocauçu","Brasil","Ocauçu, SP",4308,"Até 5000"
3533809,"Sudeste","SP","Óleo","Brasil","Óleo, SP",2583,"Até 5000"
3533908,"Sudeste","SP","Olímpia","Brasil","Olímpia, SP",54037,"50001 até 100000"
3534005,"Sudeste","SP","Onda Verde","Brasil","Onda Verde, SP",4286,"Até 5000"
3534104,"Sudeste","SP","Oriente","Brasil","Oriente, SP",6473,"5001 até 10000"
3534203,"Sudeste","SP","Orindiúva","Brasil","Orindiúva, SP",6731,"5001 até 10000"
3534302,"Sudeste","SP","Orlândia","Brasil","Orlândia, SP",43306,"20001 até 50000"
3534401,"Sudeste","SP","Osasco","Brasil","Osasco, SP",697886,"Maior que 500000"
3534500,"Sudeste","SP","Oscar Bressane","Brasil","Oscar Bressane, SP",2616,"Até 5000"
3534609,"Sudeste","SP","Osvaldo Cruz","Brasil","Osvaldo Cruz, SP",32709,"20001 até 50000"
3534708,"Sudeste","SP","Ourinhos","Brasil","Ourinhos, SP",111813,"100001 até 500000"
3534757,"Sudeste","SP","Ouroeste","Brasil","Ouroeste, SP",9897,"5001 até 10000"
3534807,"Sudeste","SP","Ouro Verde","Brasil","Ouro Verde, SP",8440,"5001 até 10000"
3534906,"Sudeste","SP","Pacaembu","Brasil","Pacaembu, SP",14086,"10001 até 20000"
3535002,"Sudeste","SP","Palestina","Brasil","Palestina, SP",12542,"10001 até 20000"
3535101,"Sudeste","SP","Palmares Paulista","Brasil","Palmares Paulista, SP",12730,"10001 até 20000"
3535200,"Sudeste","SP","Palmeira d'Oeste","Brasil","Palmeira d'Oeste, SP",9496,"5001 até 10000"
3535309,"Sudeste","SP","Palmital","Brasil","Palmital, SP",22196,"20001 até 50000"
3535408,"Sudeste","SP","Panorama","Brasil","Panorama, SP",15619,"10001 até 20000"
3535507,"Sudeste","SP","Paraguaçu Paulista","Brasil","Paraguaçu Paulista, SP",45255,"20001 até 50000"
3535606,"Sudeste","SP","Paraibuna","Brasil","Paraibuna, SP",18206,"10001 até 20000"
3535705,"Sudeste","SP","Paraíso","Brasil","Paraíso, SP",6369,"5001 até 10000"
3535804,"Sudeste","SP","Paranapanema","Brasil","Paranapanema, SP",19730,"10001 até 20000"
3535903,"Sudeste","SP","Paranapuã","Brasil","Paranapuã, SP",4051,"Até 5000"
3536000,"Sudeste","SP","Parapuã","Brasil","Parapuã, SP",11073,"10001 até 20000"
3536109,"Sudeste","SP","Pardinho","Brasil","Pardinho, SP",6259,"5001 até 10000"
3536208,"Sudeste","SP","Pariquera-Açu","Brasil","Pariquera-Açu, SP",19537,"10001 até 20000"
3536257,"Sudeste","SP","Parisi","Brasil","Parisi, SP",2150,"Até 5000"
3536307,"Sudeste","SP","Patrocínio Paulista","Brasil","Patrocínio Paulista, SP",14351,"10001 até 20000"
3536406,"Sudeste","SP","Paulicéia","Brasil","Paulicéia, SP",7147,"5001 até 10000"
3536505,"Sudeste","SP","Paulínia","Brasil","Paulínia, SP",102499,"100001 até 500000"
3536570,"Sudeste","SP","Paulistânia","Brasil","Paulistânia, SP",1841,"Até 5000"
3536604,"Sudeste","SP","Paulo de Faria","Brasil","Paulo de Faria, SP",8953,"5001 até 10000"
3536703,"Sudeste","SP","Pederneiras","Brasil","Pederneiras, SP",45708,"20001 até 50000"
3536802,"Sudeste","SP","Pedra Bela","Brasil","Pedra Bela, SP",6078,"5001 até 10000"
3536901,"Sudeste","SP","Pedranópolis","Brasil","Pedranópolis, SP",2547,"Até 5000"
3537008,"Sudeste","SP","Pedregulho","Brasil","Pedregulho, SP",16645,"10001 até 20000"
3537107,"Sudeste","SP","Pedreira","Brasil","Pedreira, SP",46598,"20001 até 50000"
3537156,"Sudeste","SP","Pedrinhas Paulista","Brasil","Pedrinhas Paulista, SP",3087,"Até 5000"
3537206,"Sudeste","SP","Pedro de Toledo","Brasil","Pedro de Toledo, SP",11136,"10001 até 20000"
3537305,"Sudeste","SP","Penápolis","Brasil","Penápolis, SP",62738,"50001 até 100000"
3537404,"Sudeste","SP","Pereira Barreto","Brasil","Pereira Barreto, SP",25790,"20001 até 50000"
3537503,"Sudeste","SP","Pereiras","Brasil","Pereiras, SP",8410,"5001 até 10000"
3537602,"Sudeste","SP","Peruíbe","Brasil","Peruíbe, SP",66572,"50001 até 100000"
3537701,"Sudeste","SP","Piacatu","Brasil","Piacatu, SP",5846,"5001 até 10000"
3537800,"Sudeste","SP","Piedade","Brasil","Piedade, SP",55092,"50001 até 100000"
3537909,"Sudeste","SP","Pilar do Sul","Brasil","Pilar do Sul, SP",28718,"20001 até 50000"
3538006,"Sudeste","SP","Pindamonhangaba","Brasil","Pindamonhangaba, SP",164000,"100001 até 500000"
3538105,"Sudeste","SP","Pindorama","Brasil","Pindorama, SP",16656,"10001 até 20000"
3538204,"Sudeste","SP","Pinhalzinho","Brasil","Pinhalzinho, SP",14763,"10001 até 20000"
3538303,"Sudeste","SP","Piquerobi","Brasil","Piquerobi, SP",3693,"Até 5000"
3538501,"Sudeste","SP","Piquete","Brasil","Piquete, SP",13976,"10001 até 20000"
3538600,"Sudeste","SP","Piracaia","Brasil","Piracaia, SP",26991,"20001 até 50000"
3538709,"Sudeste","SP","Piracicaba","Brasil","Piracicaba, SP",397322,"100001 até 500000"
3538808,"Sudeste","SP","Piraju","Brasil","Piraju, SP",29790,"20001 até 50000"
3538907,"Sudeste","SP","Pirajuí","Brasil","Pirajuí, SP",24973,"20001 até 50000"
3539004,"Sudeste","SP","Pirangi","Brasil","Pirangi, SP",11323,"10001 até 20000"
3539103,"Sudeste","SP","Pirapora do Bom Jesus","Brasil","Pirapora do Bom Jesus, SP",18174,"10001 até 20000"
3539202,"Sudeste","SP","Pirapozinho","Brasil","Pirapozinho, SP",27021,"20001 até 50000"
3539301,"Sudeste","SP","Pirassununga","Brasil","Pirassununga, SP",75474,"50001 até 100000"
3539400,"Sudeste","SP","Piratininga","Brasil","Piratininga, SP",13335,"10001 até 20000"
3539509,"Sudeste","SP","Pitangueiras","Brasil","Pitangueiras, SP",38889,"20001 até 50000"
3539608,"Sudeste","SP","Planalto","Brasil","Planalto, SP",5067,"5001 até 10000"
3539707,"Sudeste","SP","Platina","Brasil","Platina, SP",3488,"Até 5000"
3539806,"Sudeste","SP","Poá","Brasil","Poá, SP",115488,"100001 até 500000"
3539905,"Sudeste","SP","Poloni","Brasil","Poloni, SP",5935,"5001 até 10000"
3540002,"Sudeste","SP","Pompéia","Brasil","Pompéia, SP",21674,"20001 até 50000"
3540101,"Sudeste","SP","Pongaí","Brasil","Pongaí, SP",3480,"Até 5000"
3540200,"Sudeste","SP","Pontal","Brasil","Pontal, SP",47638,"20001 até 50000"
3540259,"Sudeste","SP","Pontalinda","Brasil","Pontalinda, SP",4519,"Até 5000"
3540309,"Sudeste","SP","Pontes Gestal","Brasil","Pontes Gestal, SP",2594,"Até 5000"
3540408,"Sudeste","SP","Populina","Brasil","Populina, SP",4240,"Até 5000"
3540507,"Sudeste","SP","Porangaba","Brasil","Porangaba, SP",9565,"5001 até 10000"
3540606,"Sudeste","SP","Porto Feliz","Brasil","Porto Feliz, SP",52507,"50001 até 100000"
3540705,"Sudeste","SP","Porto Ferreira","Brasil","Porto Ferreira, SP",55432,"50001 até 100000"
3540754,"Sudeste","SP","Potim","Brasil","Potim, SP",23360,"20001 até 50000"
